movie,user,is_rotten,date,text,url,scrape date
ant-man-and-the-wasp-quantumania,Brooke Obie,False,2023-07-20,Ant-Man and the Wasp: Quantumania is a good time.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Chris McCoy,True,2023-07-12,This movie looks bad.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Mattie Lucas,True,2023-07-05,"Everything about it is phony and flat from the start, visually unappealing and narratively aimless.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Charles Holmes,True,2023-06-27,The supposedly limitless storytelling device has been pushed to its narrative limits. Just look to Quantumania for proof.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Victor Pineyro,True,2023-06-24,Jonathan Majors as Kang the Conqueror is almost the only great thing about this quasi-animated film that was supposed to bring life to a most expected quantum realm. [Full review in Spanish],https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Matthew Pejkovic,False,2023-06-16,Creative world building and a compelling villain performance from Jonathan Majors helps 'Ant-Man and the Wasp: Quantumania' deliver as a solid superhero movie.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Pete Vonder Haar,True,2023-06-02,"Like it or not, this is the ouroboros the Marvel Cinematic Universe has become. Kang's backstory may be a little more convoluted than Thanos's, but in the end he also just wants to ""burn the broken worlds"" to create a better one.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Matt Brunson,True,2023-05-31,"The Marvel Cinematic Universe’s Phase Ho-Hum ended with the release of Black Panther: Wakanda Forever, and Phase Shoulder Shrug kicks off with Ant-Man and the Wasp: Quantumania.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Justin Brown,True,2023-05-28,"This feels like a ""stepping stone"" film that came off like a ""Star Wars"" rip-off. This didn't move the needle for the MCU or these characters.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Brandon Collins,True,2023-05-28,I wasn't a big fan of this movie and some of the performances. I was surprised with how low the stakes in this story were. Kang was wasted and Michael Pena was greatly missed.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,David Hogan,True,2023-05-23,"While it had some pleasing visuals and some strong performances from Paul Rudd and others Quantumania still managed to fall flat. It’s not a bad film, it’s not a good film, it’s firmly in the extremely mundane middle…",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Eddie Harrison,True,2023-05-22,"…this film’s action sorely lacks the ingenious charm offered by the super-scale skirmishes seen in the first two Ant-Man films, and the result is incomprehensible gibberish…",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Kip Mooney,True,2023-05-20,All you’ll find is another building block of content that will come out quarterly but leave no lasting impression.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Jared Mobarak,False,2023-05-19,It's a two-hour-long computer-generated video game that stays afloat because of two things: Rudd's comic timing and Majors' acting clinic.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Allison Rose,False,2023-05-17,"Visually, Ant-Man and The Wasp: Quantumania is incredible, with precise details and colors exploding everywhere on screen.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Susan Granger,True,2023-05-03,Be thankful you didn't squander your money at the box-office! This atrocious escapade is one of the most worthless entries in the Marvel Cinematic Universe.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Sean P. Means,False,2023-04-23,"Appropriately for the Marvel Cinematic Universe’s tiniest heroes, the charms of “Ant-Man and the Wasp: Quantumania” are small, but still satisfying,",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,John Serba,True,2023-04-19,"The general color-drenched too-muchness of it all might be tolerable if the plot wasn’t such a by-the-numbers slog, alternating hyperkinetic action sequences with draggy recitations of exposition.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Michael Ward,True,2023-04-16,...this trip into Quantumania is a missed opportunity.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Nathaniel Rogers,True,2023-03-24,"Most unfortunate of all, the usually reliable Paul Rudd coasts through this one, wearing his charisma like an old shirt that he forgot to wash and iron before putting on, assuming we'd just love seeing it (and him) again.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Eric Webb,False,2023-03-20,Quantumania has the goods. It lets Majors take new big bad Kang out for a joyride without feeling like he’s just slumming it in an Ant-Man picture.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,MontiLee Stormer,False,2023-03-18,"The MCU spent Phase 4 showing a sprawling universe at some point, they’re all going to have to come together to beat the crap out of each other. We’ve got a whole multiverse to sit down to, so let Ant-Man and the Wasp: Quantumania be that appetizer.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Stacey Yvonne,False,2023-03-17,I love Marvel and understand the implications the film is supposed to have as it ushers in Phase 5. What I’m at a loss to understand is just why this task was laid at the feet of Ant-Man.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Bruce R. Miller,True,2023-03-15,"Because audiences warm to Paul Rudd’s humor, his third stand-alone Ant-Man outing should have gone for the laughs, not some convoluted mythology that explains nothing.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Brian Gill,False,2023-03-14,"Far from the best the MCU has to offer but fun, energetic, and quirky enough to overlook its flaws. Also: Jonathan Majors.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Dan Tabor,True,2023-03-13,"While Ant-Man and the Wasp: Quantumania’s overwhelming onslaught of half baked CGI and hamfisted performances may be the bulk of the film’s over two hour runtime, one performer who isn’t sleepwalking to his payday is Jonathan Majors.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Victoria Alexander,True,2023-03-08,A disastrous mess with the Ant population expanding. Even the family gardener has a suit which means Scott Lang’s role is reduced to carrying everybody’s luggage.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Kristen Maldonado,True,2023-03-08,"You have a great cast that gets lost in an overstuffed story. There's no emotional connections, so many of the characters just didn't get enough screen time, and the goals of what they're setting up with Kang feel too abstract.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Tim Brayton,True,2023-03-04,I cannot imagine ranking it anywhere other than dead last out of the 31 features presently constituting the Marvel Cinematic Universe.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Ineye Komonibo,True,2023-03-03,Clumsy storytelling and underdeveloped characters unfortunately prevented it from being the spectacular strong start that Phase 5 needed it to be.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Piers Marchant,True,2023-03-03,"Quantumania is a lifeless, mirthless CGI saturnalia that dispenses almost entirely with the emotional core of its characters. In its place, Peyton Reed and his production team have resorted to the worst sort of empty spectacle filmmaking.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Sameen Amer,True,2023-03-02,"The whole thing seems to be built almost entirely on cliches and tropes, with no gravity, no sense of impact or consequence.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Frantz Jerome,False,2023-03-02,"As a standalone movie, it falls squarely right in the center of worth it and not worth it to see in theaters.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Edward Porter,True,2023-03-02,"Despite a smattering of jokes, Peyton Reed’s film just isn’t as much fun as the others.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Jay Horton,True,2023-03-02,With very small powers come no real responsibilities.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Joel Harley,True,2023-03-01,Not even Rudd’s effortless charisma can save the characters from feeling lost against a background of grey-brown sludge and unremarkable landscaping.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,tt stern-enzi,False,2023-03-01,"I liked this film a lot, the fun and the humor are still there, but the stakes are definitively raised.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Cris Kennedy,False,2023-03-01,"... While the film has a bunch of things to pick apart, it's aesthetic and visual enjoyability isn't one of them.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Vera Wylde,False,2023-02-28,"I thought this was fun, entertaining, visually interesting, the characters worked well, and the villain is spot on. Is it amazing? Is it top tier? No, I don't think it was ever going to be. But I don't regret my time with it.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Lael Loewenstein,True,2023-02-28,[Jonathan Majors] elevated the material and was in a realm altogether... [But the movie] was too drunk on its own mythology.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Tim Cogshell,False,2023-02-28,"Jonathan Majors is just outstanding. He's in a different movie, giving a Shakespearean performance in what is otherwise... well, it's Ant-Man.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Susan Kamyab,False,2023-02-27,"""Ant-Man & The Wasp: Quantumania"" is going to be lower on the MCU movie list. But, with its thrilling action sequences and funny one liners, this sequel makes for an enjoyable 
blockbuster that's worth catching on the big screen.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Sheraz Farooqi,True,2023-02-27,"ANT-MAN & THE WASP: Quantumania feels more like a Disney+ special than a film.

It’s messy, overindulgent on weak CGI, and humor falls flat. Jonathan Majors is great as Kang but Marvel seemed more focused on creating a 2-hour trailer for something better.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Matt Neal,False,2023-02-27,"Quantumania swings big, but forgets the small stuff, to its own detriment.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Jackie K. Cooper,True,2023-02-25,A movie about Ant-Man & Wasp would do well to focus on Ant-Man & Wasp.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,J. Don Birnam,True,2023-02-25,"In a universe with 20+ films, one of them has to be the worst, and Quantamania is a strong contender for that inauspicious title, lacking any emotional mooring or reason to care whatsoever",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Sarah Marrs,True,2023-02-25,"Ant-Man is for wacky capers and comic relief in Avengers movies, not exposition-heavy narrative centerpieces responsible for setting up the next three years of cinematic storytelling.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Joe Friar,True,2023-02-25,"31 films deep in the MCU means there are bound to be a few duds. The barrage of overblown effects and a story devoid of emotion makes this entry a bottom dweller. The good news, Phase 5 can only get better.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Sarah Ward,True,2023-02-24,"Anyone who fears that too many blockbusters are becoming too similar won't feel fortunate while watching... The MCU is going massive on Kang, patently; if only it'd kept the Ant-Man pictures small.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Paul Salfen,False,2023-02-24,"More sci-fi than superhero flick this time, taking cues from Star Wars and gets really fantastical. While it may not be the best in the series, it's a totally fun installment and one that's worth seeing on the big screen.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Rich Cline,False,2023-02-24,"All of this makes the plot feel both murky and corny, while the action is less than convincing. Still, the cast is on fine form, finding moments of emotion alongside the snarky relationship humour.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Emmanuel Báez,True,2023-02-24,A prologue that desperately seeks to make the irrelevant relevant. [Full review in Spanish],https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Candice McMillan,True,2023-02-24,"The Quantum Realm is strikingly similar to that other space movie, if not a chintzy reproduction whose heavy CGI work is like lipstick on a space boar.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Jim Judy,True,2023-02-24,"I can't remember ever wanting to walk out during a press screening of any post-2008 Marvel movie, but I had the urge this time around and wouldn't have missed much had I followed that impulse.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,M.N. Miller,False,2023-02-24,"Ant-Man and The Wasp: Quantumania is pure, indulgent escapism that never forgets comic book movies are supposed to be fun.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Alistair Harkness,True,2023-02-24,"The ensuing plot is mostly gibberish, full of universe-threatening stakes that are too easily overcome.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,JD Duran,False,2023-02-24,"After three movies, and a couple of Avengers appearances, we finally get a Scott and Cassie movie.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Sandie Angulo Chen,False,2023-02-24,"Is it worth watching this to keep up with the MCU? Sure. It's hard not to root for the ""little guy."" But this movie is ""just fine"" instead of particularly funny, thrilling, or memorable.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,John Urbancich,True,2023-02-23,Crawls instead of buzzes.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Jake Wilson,True,2023-02-23,"The more appealing thing about the whole enterprise is the mental image of these former A-listers hanging out between takes, swapping stories of the old days and competing over who least understands the script.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Terence Johnson,True,2023-02-23,"By virtue of placing a character that is nearly street level with a universe threatening opponent, you have to make the movie rise to meet it. However Ant-Man and the Wasp: Quantumania is largely stuck in needing to be bigger.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Micheal Compton,False,2023-02-23,"Portrayed by Jonathan Majors, Kang is an intense menacing presence who gives the MCU the jolt it has sorely needed since Avengers: End Game.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Erik Kain,False,2023-02-23,"nt-Man 3 is a fun if predictable superhero movie that gets a few big things wrong, but bounces back on the strength of its leads, with both Paul Rudd and Jonathan Majors knocking it out of the park.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Kenneth R. Morefield,False,2023-02-23,A return to what Marvel does best ... teasing the next movie.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Chris Wasser,True,2023-02-23,"Rarely has a film about a family in peril been so utterly devoid of suspense. The problem, it seems, is that Ant-Man and the Wasp: Quantumania exists as part of a larger enterprise.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Josh Rosenberg,True,2023-02-23,One good scene can't fix a film overloaded with so much plot -- and so many characters -- that you'll actually wish everyone slowed down to tell their corny jokes.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Dwight Brown,True,2023-02-23,The thrill is gone. The Marvel Universe shoots a blank. A tiny one.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Matthew Turner,False,2023-02-23,"The stand-out element is Majors, whose unsettlingly cool, calm and collected performance as Kang will have you eagerly anticipating his next MCU appearance.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Nick Johnston,False,2023-02-23,"As another Merry Marvel Continuity Exercise, it could be a lot worse. At least they have a compellingly-acted villain again, even if they aren’t quite sure what to do with him on the way to their destination.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Alejandra Martinez,True,2023-02-23,"'Ant-Man and the Wasp: Quantumania' is the weirdest, most fun movie of the three. Yet, it's bogged down by serving as another stepping stone on the road to Marvel's Multiverse Saga.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Rene Sanchez,False,2023-02-23,"An uneven mix of comedy and action that lacks epicness, but thrives on introducing a dangerous new villain. [Full Review in Spanish]",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Erin Maxwell,True,2023-02-23,"The film covers no new ground, offers no new concepts. and introduces almost nothing fresh in the way of storytelling or character development. Rudd and Reed made a solid duo in the past, but this time around the formula stands out more than the charm.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Mark Jackson,True,2023-02-22,It's nice Hollywood's been scouring metaphysical and cosmological texts and translating them into comic book popcorn entertainment (The Quantum Realm!) but the over-usage of CGI as a lazy replacement for the craft of good storytelling is tedious.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,TK Burton,False,2023-02-22,"There are some truly fun pieces to it, some genuinely inventive and impressive visuals, and a mostly likable cast. But it doesn’t do enough to separate itself from the blurred, messy palette that the MCU has become to truly stand out. It’s… fine.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Nick Hasted,False,2023-02-22,"Tentatively pushing into broader fantasy cinema, it retains frissons for those of us who did grow up having our imaginations blown open by Jack Kirby.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Robert Roten,False,2023-02-22,"As far as superhero action movies go, this one works well enough. There is plenty of action and plenty of imaginative eye candy. The acting is good. The soundtrack is also solid. It should prove to be a popular addition to the Marvel Cinematic Universe.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Kevin Carr,False,2023-02-22,"It suffers from some script problems in the first half, but it ultimately delivers a bonkers but exciting gateway to the next Marvel phase.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Thelma Adams,False,2023-02-22,"The visuals are so busy, the jokes so tame, the homilies so overfamiliar, the only option is surrendering to the chaos. But those pros Pfeiffer and Douglas up the game with an interstellar Romancing the Stone vibe.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Courtney Lanning,True,2023-02-22,The lackluster writing and typical Marvel clichés don't allow for Rudd's effortless charm to carry the character.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,John Rocha,False,2023-02-22,"Thoroughly enjoyed Ant Man And The Wasp: Quantumania. Jonathan Majors is a superstar with Michelle Pfeiffer matching him beat for beat. The world building of the Quantum Realm is stunning. It has the right mix of humor, emotional stakes, action, and awe.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Ruben Peralta Rigaud,True,2023-02-22,Talent can't hide the fact that the movie gets less and less interesting as it progresses.  [Full review in Spanish],https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Alci Rengifo,False,2023-02-21,It is good moments overwhelmed by a bloated structure.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Annie Banks,True,2023-02-21,"While an ant can lift  5,000 times its own body weight, there's little to support here.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Mihir Bhanage,False,2023-02-21,"Ant-Man and The Wasp: Quantumania takes you on a fun adventure. And, as always, stay back for Easter eggs in the mid and post credit scenes.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Jason Shawhan,True,2023-02-21,"This film is silly and messy and pretty and trippy, and though it fulfills the obligations of vweepy laser fights, digital everything, and several different varieties of product placement, it’s not going to reshape the marketplace.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Joseph Garcia,False,2023-02-21,"One of Marvel's most visually inventive films with fantastical world-building, and the franchise's most imposing villain yet in Kang the Conqueror.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Tim Brennan,False,2023-02-21,"Nearly immediately, director Peyton Reed stomps on the gas, plunging our itsy-bitsy heroes into chases, fistfights, battle sequences and other assorted setpieces.",https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Bob Grimm,True,2023-02-21,You really don't have to do this to yourself. You have the power to walk away.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Carla Renata,False,2023-02-21,The real badass presence of Jonathan Majors  and Michelle Pfeiffer going toe to toe in the mulitverse will keep audiences on their toes and salivating for more.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
ant-man-and-the-wasp-quantumania,Cody Leach,False,2023-02-20,Quantumania maintains the quirky fun of the Ant-Man movies and is a great introduction to Kang but it struggles with massively combating tones. It's solid entertainment but the MCU bag of tricks have become redundant and exhausting.,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania/reviews,2023-10-20
